time,sisnthick,sithick,vxo,vyo,10u,10v,2t,sdlwrf,sdswrf,snswrf,tprate,skt,sp,tp,sssn,ao,month_sin,month_cos,year,residual_lag_1,residual_lag_2
2019-01-01,0.011225504,-0.008021146,0.0013554957,-0.012285905,0.001468777,-0.0031758312,-0.00022717283,-0.00048051955,0.00095492735,0.001494726,0.0023781748,0.0001421581,-0.0002672195,0.0,-0.0111553185,-0.0012273026,-0.0014981829,2.7853998e-06,0.0013503971,0.0024905559,0.0022936065
2019-02-01,0.006545922,-0.0026391656,0.0013012713,-3.1306347e-05,0.0011006751,-0.007144433,-0.0023031258,-0.00012268474,-0.0006237832,0.0009914867,0.00279101,0.0001461915,-0.0011586956,0.0,-0.009802974,0.0019798544,-0.0018087565,1.0274451e-05,0.002153956,0.0045358343,0.0022452767
2019-03-01,0.0068329554,-0.0039514094,-0.0008326955,0.0067959274,-0.00046127377,-0.005967378,-0.0011901389,0.00038742585,-0.0006901057,0.00065846066,0.0025270432,-0.00019280893,-0.00089629693,0.0,-0.011204852,0.0014901012,-0.00209749,1.0274451e-05,0.0029054144,0.0025274511,0.0016772918
2019-04-01,0.0040121754,-0.0027841,0.00073326606,0.0002401797,0.0009770171,0.0052204253,0.0017444689,0.00092876324,0.00018752326,0.00042344956,0.0013337949,2.4813708e-05,-0.00043547738,0.0,-0.01179144,-0.00040896976,-0.0032892486,1.4975633e-06,0.0033616056,0.0045251264,0.0012525396
2019-05-01,0.008903763,0.0006669069,-0.00014966747,-0.013448516,0.0033491412,-0.003186108,-0.00079621695,-0.00086919573,0.001946065,-0.00067806727,0.0008783212,-0.00013099865,-0.0007142559,0.0,-0.01037502,-0.0012624934,-0.0015734399,2.7853998e-06,0.003433364,0.0060633398,0.0013488116
2019-06-01,0.005329113,-0.006402747,0.0015800452,0.02103237,0.00060579274,0.0073539563,-0.006642815,0.00092863775,0.00323474,-0.019505778,-0.003774841,0.00019639982,-0.002359096,0.0,-0.01524713,-0.0020693792,-0.0036558923,-1.0377364e-05,0.0051628323,0.0030524447,0.0034113976
2019-07-01,-0.03523931,0.0028531807,-0.0005956737,-0.003788725,0.00050433405,-0.0031956872,-0.00070616853,0.0016865393,-0.00018011569,-0.0007209053,-0.0021830094,-0.0008992293,0.00016772223,0.0,-0.008680767,-0.0038560694,0.0007851582,1.0274451e-05,0.0034935889,-0.0050312476,-0.012200884
2019-08-01,-0.06661291,0.013580879,0.0024377669,0.0037494302,-0.01189646,-0.0039142417,-0.0015993415,0.0007073988,0.0027553577,0.00023885215,-0.015787495,-4.5105513e-05,-9.47735e-05,0.0,-0.009369628,-0.0019881187,0.001842846,1.0274451e-05,0.007196093,0.007883127,0.0006718488
2019-09-01,-0.06678036,-0.00029076287,-0.0026062112,-0.042370617,-0.0073405835,-0.009782349,-0.0006549966,-0.0017400455,0.0014953512,-0.0002087108,-0.0014620295,4.0316386e-06,-0.0017801055,0.0,-0.010281441,0.01231642,0.0019484892,2.7853998e-06,0.0081012985,0.0098519,-0.0006690723
2019-10-01,0.018337145,0.05511816,0.009529488,-0.017533654,0.0006079832,-0.020004703,0.0008186285,0.0028502585,-0.00032666803,-8.61732e-05,-0.010659757,9.165824e-06,-0.0011204983,0.0,-0.008803991,0.002540335,0.002764768,2.7853998e-06,0.018675247,0.0018209943,0.00042518467
2019-11-01,0.02561895,0.051722128,0.004005958,0.007947996,0.00012786809,0.007057023,-0.0016684318,0.0009656323,-0.00042646594,0.0010724572,-0.010021221,-8.657845e-05,0.0001746791,0.0,-0.009081188,-0.0043655,0.0030865192,1.4975633e-06,0.016307252,0.003943826,0.0014457874
2019-12-01,-0.0037888573,0.005143419,0.001075459,0.000848517,0.0012314602,0.0057761255,-0.0019250703,-0.00059813703,-0.0018848678,-0.0013851225,0.002006204,-0.00019802096,0.0013840348,0.0,-0.009554982,0.0024802003,-0.001604548,1.4975633e-06,0.0023158442,0.005050155,-0.0009532399
2020-01-01,-0.0072279223,0.004548579,-0.0019340754,0.004717669,0.0006505559,0.007979793,-0.0008334617,-0.0020897232,-0.0012334991,0.0010927435,0.0019922683,0.00078552926,0.00047507387,0.0,-0.010740523,0.002246666,-0.0017572073,1.8566534e-06,0.0026512288,0.0030104741,0.0019776258
2020-02-01,0.0056376816,-0.0032144922,-0.00018964909,0.0047072396,0.0006380708,-0.0032991853,0.0019435635,-0.0015691799,-0.0010546,0.00041431971,0.0022527003,0.000608562,-0.001303265,0.0,-0.011538161,0.0010189852,-0.0011720506,3.3354504e-06,0.0014161033,0.0054305173,-0.0047268155
2020-03-01,0.007936862,-0.0030057796,4.5283836e-05,0.0047859102,-0.0031481648,-0.002495922,-0.0027634704,-0.00024652857,-0.0013320019,0.00039905446,0.0003916774,-0.00058730773,-0.00059308554,0.0,-0.011310249,0.0005574537,-0.0017133038,1.0274451e-05,0.001689468,0.003714422,0.0033807626
2020-04-01,-0.0018457657,-0.0025911028,0.001145185,0.0054299384,0.00056649954,-0.0032868825,0.00082672853,0.00017402126,0.00016382794,0.00043656823,-0.0018561956,-0.0002347524,-0.0009832843,0.0,-0.011200245,0.0017794097,-0.0013855073,1.0274451e-05,0.0023223024,0.0053973277,0.0015279545
2020-05-01,0.00070760836,-0.0013312129,0.0011856426,-0.006729433,0.0013074992,0.0063859997,-0.001504653,0.00044245739,0.004434107,-0.001985493,0.0010385811,4.4963184e-05,0.002261613,0.0,-0.010536307,0.001197617,-0.002659532,1.4975633e-06,0.0032503942,0.0045323255,0.0020123413
2020-06-01,0.0027111827,-0.0029865168,-0.0019648233,-0.013700533,-0.0009508074,-0.0024793386,-0.023544075,0.00046626502,0.0010862511,-0.00058950705,-0.0047356035,0.0004342555,0.0009473055,0.0,-0.01034411,0.0005129747,-0.001836045,-9.863473e-05,0.0043249168,0.0016497798,0.0009978848
2020-07-01,-0.01686448,-0.00047972496,0.0018234631,0.0030934245,0.0048080715,-0.00021694494,-0.005907737,-3.396156e-05,0.005064906,-0.00091795117,0.00044643317,0.001210241,-0.00028425935,0.0,-0.00853423,-0.0028008078,0.0026879844,1.5423107e-06,0.0035509763,0.030922197,0.0061662435
2020-08-01,-0.028740607,-0.005135953,-0.00040315647,-0.026165068,0.010616137,0.023240179,-0.0068515847,0.00019634567,-0.0075336294,-0.00028470773,-0.0010850732,0.00047029473,0.0003163624,0.0,-0.010097616,-0.0021930132,0.0018007866,1.0129261e-06,0.0044315257,0.024547355,-0.004287614
2020-09-01,-0.012262605,0.0035149178,0.00223848,0.004647549,0.0046613356,-0.005077439,-0.0026169766,0.00085596106,0.000978947,-0.0002343547,0.0004835856,0.00032679155,0.00046529618,0.0,-0.009799858,0.00445552,0.0027823497,1.5423107e-06,0.0032169663,-0.00101328,0.0017645984
2020-10-01,0.011968567,0.0011060224,-0.004826426,-0.0012299009,0.00035739067,-0.011315463,0.0023414933,0.0017076988,-0.0002148027,0.00047101756,0.003488137,-0.0001322496,-0.0024323058,0.0,-0.010912129,0.0023682115,0.00695601,2.7853998e-06,0.0027540154,0.0013108545,0.0037150413
2020-11-01,0.014743894,0.051235214,0.010111681,0.00292923,0.0008932608,-0.012277418,-0.005118624,0.004510181,-0.0012543421,0.0004978,-0.002035344,-0.00034793303,0.00078587723,0.0,-0.01064142,0.0016181804,0.0037275043,1.0274451e-05,0.015309522,-0.02294792,0.0022340785
2020-12-01,0.00076932594,0.0018810781,0.0025858507,0.0042784875,0.00071358343,0.006598914,-0.013660701,0.0010551353,-0.0028576828,0.0008404259,0.001214074,2.3285069e-05,0.0009202142,0.0,-0.0110776555,-0.008338165,-0.0007505144,1.0129261e-06,0.0017782461,0.0030940345,-0.014394695
2021-01-01,0.011989102,-0.010029171,0.0017391266,-0.009380782,0.0011465027,0.002894464,-0.0022834952,-8.587654e-06,0.00063830387,0.0016479144,0.00147434,0.00016467462,0.0013558818,0.0,-0.011685339,-0.0061121443,-0.0015675306,1.4975633e-06,0.0016887323,0.0033081542,0.0033055274
2021-02-01,0.0083161825,-0.003370829,0.001147279,0.0043342435,0.00049114675,0.0039290385,-0.00056549814,-0.00088985346,-0.001503662,0.0011965886,0.00204956,0.0008194071,-0.0006678597,0.0,-0.011855707,-0.00017114467,-0.0020816068,1.0743945e-06,0.001984997,0.0040922184,0.0010991731
2021-03-01,0.0071740896,-0.0024809116,0.0005231284,-0.008621744,-0.0019194377,-0.003331221,-0.0014377877,-0.00077078067,-0.0005287618,0.0004314241,0.0024376516,0.00026757133,-0.0014822902,0.0,-0.012034695,0.0018515096,-0.0017535085,2.7853998e-06,0.002126281,0.004271305,0.0020393908
2021-04-01,0.0055003585,-0.0031700898,0.0002854586,0.0042173523,0.0005234377,0.005746537,-0.0016326789,0.0007178056,0.0027546072,0.0005633724,0.0023335712,-0.00013544437,0.0010466864,0.0,-0.011081585,-0.00051826506,-0.0021981355,1.0274451e-05,0.003550955,0.0053060665,0.0021900388
2021-05-01,0.002195855,-0.0039764,0.00022506482,-0.0030094066,0.00052950974,0.005434259,-0.0003383285,-0.001223645,0.000371905,-0.00228603,-0.004146431,3.1045254e-06,-0.00026279237,0.0,-0.011281101,-4.5825713e-05,-0.001654823,1.4975633e-06,0.0038844787,0.004233176,0.0015141772
2021-06-01,0.015656963,-0.0041807084,-1.1360148e-05,0.01867863,0.00089173525,-0.005837405,-0.009951926,0.0008730363,0.0023853823,0.00043459685,-0.00311922,0.00025814387,-0.0031212925,0.0,-0.014942197,0.0023765138,-0.0016740587,-9.863473e-05,0.0042310082,0.0059704785,0.0028678027
2021-07-01,-0.021977896,0.0019899046,0.003247387,-0.0004171462,-0.004283003,-0.009776288,-0.0055754324,0.0013270307,0.0023706842,-0.0004498509,-0.0016615916,-0.00015124951,-0.00026624842,0.0,-0.009113855,0.0033882128,0.002511019,1.0274451e-05,0.0030785634,0.004278242,0.00707838
2021-08-01,-0.050039478,0.017760973,0.00043504924,0.007661486,0.005356057,-0.0071401685,-0.001296655,0.0009641251,0.0021959192,-0.00012709059,-0.0055693574,-2.1478488e-06,0.0031490678,0.0,-0.008378019,-0.002004066,0.0018485783,3.3354504e-06,0.007413157,-0.0024274213,0.004376443
2021-09-01,-0.08747245,-0.0026950424,0.0018099074,-0.054506276,-0.0073066656,-0.0076882085,-0.00046367684,-0.0017039555,-0.0029457859,-0.00011848097,-0.00086104363,1.5455133e-05,-0.0009476403,0.0,-0.009813647,-0.0038757229,0.0019489037,3.3354504e-06,0.006774026,0.00848359,-0.0011949777
2021-10-01,0.025121015,0.032834787,-0.008442039,-0.023989215,0.0012995885,-0.019335518,0.0011766726,0.000387904,-0.0010620198,0.0005611473,0.0021856842,-0.0001059071,0.003612382,0.0,-0.007241008,1.9758736e-05,0.002548981,1.5423107e-06,0.023078853,0.0014481398,-0.00048909226
2021-11-01,0.0037719316,0.045641717,-0.0029338105,0.002368995,0.0008405804,0.02196085,-0.0014464546,-0.00081534986,-0.00036979132,0.00036493858,0.002732858,6.7528294e-06,-0.0002202924,0.0,-0.009504972,0.0018070181,0.005052976,1.4975633e-06,0.026073439,-0.005492287,0.0028841111
2021-12-01,0.0006158329,-0.00011018028,0.0010082535,0.004324719,0.0009417613,-0.0067336145,0.0030722832,-0.003037514,-0.0012381353,-0.001644379,-0.006812726,5.59739e-05,-0.0007596385,0.0,-0.010928136,0.0018850621,-0.00031490598,1.5423107e-06,0.00034426025,0.0038644727,-0.00028856823
2022-01-01,0.00736268,-0.0058210744,-0.0010844035,0.0068858573,0.0012446005,0.005588634,-0.0019965079,-0.0009264585,-0.0005714381,0.00083697337,0.0017223014,0.0004397542,-0.0006786352,0.0,-0.011333168,0.0013257246,-0.0020342283,3.198227e-06,0.0023258845,0.0018062623,-0.0013789921
2022-02-01,0.008589879,-0.0036436212,-0.0010183005,0.0030392911,-0.0006733013,0.00035543338,-0.0013583882,-0.0013015456,-0.0010152773,0.00044915825,0.0002709944,-0.00021448356,-0.00088811375,0.0,-0.011502463,0.00162185,-0.002709349,3.198227e-06,0.0019583844,0.0042721494,0.00073117635
2022-03-01,0.0049753035,-0.0028415245,-0.00019464357,0.002208116,0.00065226556,0.004326226,-0.001962407,0.00014728491,-0.0012182706,0.00055015174,0.0013001516,-0.00026117658,-0.0008822045,0.0,-0.011729089,0.0011791398,-0.0033485754,3.198227e-06,0.0028744158,0.0037208563,0.0017746817
2022-04-01,0.0022988229,-0.0024045773,0.001186064,0.005423143,0.0010494436,0.0029211855,-0.0019013284,0.0012306793,0.0028714947,0.00038727166,0.0013095842,-0.0002063784,5.8456662e-05,0.0,-0.010648722,-0.0010110366,-0.002352158,1.4975633e-06,0.0036230248,0.0051812376,0.0014813179
2022-05-01,0.0006599616,-0.0024020066,0.00096825865,0.0045005437,0.0008456194,0.0020123948,-0.0007240604,-0.0010169668,0.0018288956,0.00041563375,0.00057385,-0.00019121864,-0.00059758226,0.0,-0.00998807,0.001250181,-0.002152332,3.198227e-06,0.0032494485,0.006309753,0.0019158658
2022-06-01,0.009610155,-0.0047151423,0.0018469665,0.006006116,0.00076640636,0.0056639845,-0.016702048,0.0011380829,0.003832323,0.001420898,-0.003562147,0.0003298236,0.0028345843,0.0,-0.008860058,0.00029985324,-0.0011972147,-1.7976641e-05,0.0043649483,0.0068501625,0.003906267
2022-07-01,-0.015335525,-0.005380984,0.0027312967,0.0034471203,0.0033444643,-0.002215058,-0.006112361,-0.0006130077,0.0016559655,-0.0005802923,-0.007346994,0.0006065617,-0.00014030944,0.0,-0.011188443,0.0047523137,0.0023609446,2.7853998e-06,0.002360705,0.0068971002,0.0075096344
2022-08-01,-0.032137174,-0.0013132481,0.002482518,0.00029384185,0.0059085237,-0.007927666,-0.0018596861,0.00075875653,0.00017766329,0.00016542673,-0.006191362,0.00040306058,-0.0016236975,0.0,-0.012332037,-0.0030339968,0.0029486332,1.0274451e-05,0.0031717806,0.0007688569,0.004488461
2022-09-01,-0.05800415,0.008646473,0.003834731,-0.036805518,0.0082132295,-0.013170653,-0.00050151657,-0.0016299583,-0.0020661328,-0.0001240114,-0.0033212926,-1.9633053e-05,-0.0010453754,0.0,-0.011368156,-0.0062819016,0.0025019804,1.5423107e-06,0.008247439,0.004407876,0.0005535884
2022-10-01,0.017149651,0.051642112,0.009041333,-0.02081236,-0.0032511058,-0.015352872,0.0017338204,0.0026653626,-0.0012337561,-9.848163e-05,-0.009598714,-2.6911625e-06,-0.0002378576,0.0,-0.007991865,0.006024174,0.0028689152,2.7853998e-06,0.018259348,0.001627251,0.00012136276
2022-11-01,0.024786783,0.041460767,0.013946969,0.0070823063,0.0013568758,-0.013388263,-0.0014781533,0.0047842185,-0.0005558805,0.00030646284,-0.0004925336,-0.000120746154,-0.00092610175,0.0,-0.008001009,0.0026952694,0.0051004314,2.7853998e-06,0.015420166,0.0059480043,0.0023081442
2022-12-01,0.017823854,-0.0027402078,-0.001203946,-0.0105407825,-0.0018327845,-0.0075148963,-0.00070874597,-0.0017583921,-0.0019534463,-0.0004799309,0.0022237091,0.00014527312,-0.0009316011,0.0,-0.010108708,-0.008920881,-0.0018854808,2.7853998e-06,0.0014310669,0.002264234,0.0024857968
2023-01-01,0.0043847817,0.005339719,0.007736577,0.0019604585,0.0007568478,0.0083367275,-0.0027453906,0.0010703731,-0.00056372816,0.0014187313,0.001628452,0.00015345798,9.530335e-06,0.0,-0.010327433,-0.0023894918,-0.0009960308,1.4975633e-06,0.0024371308,0.0042529805,0.00230915
2023-02-01,0.0056577707,-0.0031938204,0.0006932137,0.005953303,-0.0005118822,-0.0040469076,-0.00086239167,-0.00076003646,-0.0009672292,0.00083842245,0.00234155,-0.00028310932,-0.0008072715,0.0,-0.009995962,0.00292776,-0.0012294637,2.7853998e-06,0.0018274497,0.00174527,0.0016558529
2023-03-01,0.0050653717,-0.0022241836,-0.00037535187,-0.003450453,0.00040044513,-0.002453444,-0.0011129688,-0.00053866935,-0.00049783743,0.00051226723,0.0017596319,-0.00017644803,-0.0006909901,0.0,-0.010723024,0.0014668042,-0.0012229426,3.3354504e-06,0.0027363566,0.0039728917,0.0022085577
2023-04-01,0.0052692336,-0.0040451353,0.00026900868,0.0061677415,-0.0005973881,0.0056667016,-0.0018584317,0.0011916957,-0.0001842925,0.000111766574,0.0019074138,-0.00017613683,0.0003420135,0.0,-0.0111017395,-0.0013112716,-0.0031294383,1.4975633e-06,0.0036033583,0.005983338,0.001526655
2023-05-01,0.0032035736,-0.0045503536,0.001771164,0.0060311635,-0.00019216457,-0.0028582246,-0.0006893131,0.00038023386,0.0005105185,0.0006494522,-0.006745383,-0.00013942042,0.0004770683,0.0,-0.009712736,0.0025427628,-0.00048542375,1.0274451e-05,0.003103286,0.0041718115,0.0009415491
2023-06-01,0.013934941,-0.002593237,-0.0017441504,0.018299956,0.0008476747,-0.007968022,-0.0069336747,0.00063571474,0.0018404034,0.0010247689,-0.0036833787,0.00045869537,-0.0004871063,0.0,-0.007497806,-0.0013262412,-0.0009474608,-9.863473e-05,0.0038534007,0.0038137364,0.0013760633
2023-07-01,-0.021008024,-3.6256657e-05,0.0013173717,-0.0061856736,0.0047134045,-0.0038588375,-0.0030616059,0.00052143104,0.0024981163,-0.000377933,-0.0019803175,-0.0010085317,0.00045825477,0.0,-0.013454906,-0.003091547,0.00148552,1.0274451e-05,0.0034488465,0.009543856,0.0034135678
2023-08-01,-0.06511007,0.006705774,-0.00010147041,0.019210065,0.004033891,-0.0053609307,-0.0048736804,0.0014757204,-0.00033854315,0.00015297346,-0.0055678054,0.00015615526,0.0005237859,0.0,-0.012489762,-0.0035225493,0.0017634,3.3354504e-06,0.007122967,-0.004319809,0.0063240356
