날짜,해빙면적_백만km2,북극_평균기온_℃,해수면온도_℃,강수량_mm,해빙두께_m,북극곰개체수_추정,해수면높이_mm
2010-01-01,12.352810469193534,-15.434602006484077,-0.8153083213749266,10.549532503729818,2.4891708748787424,25013.114464916627,0.004902773694278817
2010-01-02,12.079531441673444,-13.119224995546086,-1.0046239231111997,10.074129767275773,2.413908995987522,25099.384429590093,0.011936508692392595
2010-01-03,12.194747596821149,-14.3126464309593,-0.9991399674828974,10.815719676214208,2.3875468707984866,25017.84132309204,0.0196334417072779
2010-01-04,12.446678639840291,-14.298412513399033,-0.5304110452656308,9.63800851154598,2.535233991488392,24963.273270084388,0.03001580396455122
2010-01-05,12.371511598029993,-14.01183018474952,-0.4642011913197661,11.83136344151905,2.5060304780311653,24999.02242302522,0.0377546903994471
2010-01-06,11.802044424024718,-13.845197923153467,-0.7727671142215069,12.16590062784426,2.4807413446595112,24931.150873626066,0.04721608886824466
2010-01-07,12.187017683505118,-15.410606128483453,-0.4556649703566282,11.690332999483049,2.537773784777803,25016.48446783003,0.05334304868950057
2010-01-08,11.96622855834046,-13.797118541303572,-0.4203644510963766,10.205764552317778,2.445910662825354,24986.687393549855,0.05918162560247619
2010-01-09,11.975356229641289,-11.738120658653894,-0.3359903246130118,10.325830965722655,2.5161072937928615,25021.52580123801,0.06632809391268178
2010-01-10,12.077619700387674,-12.491792492172815,-0.10191281737692502,12.192609827763638,2.573943131586981,25042.7005949538,0.07304044093389328
2010-01-11,12.023808714232175,-13.679919091314636,0.13713313857949247,9.103547391812143,2.5055590373186996,24998.045887621513,0.08194779217232863
2010-01-12,12.285354701392595,-12.755004728236049,0.4810777011810394,10.900284571753968,2.5012020679099605,25015.360839048797,0.0890040562335386
2010-01-13,12.146207545029398,-11.52047726752659,0.3521599044041888,11.778830763529385,2.4887337522268322,25011.290270021906,0.09715062573640602
2010-01-14,12.017835003298565,-12.280649192701626,0.30621889031041916,11.164506433954351,2.5324537682301242,25032.462145324163,0.10704115516955204
2010-01-15,12.081772646549085,-9.950472486389147,0.2838561802792445,9.414319093966572,2.504363251580731,24894.010576990757,0.11185779475517364
2010-01-16,12.059234865474853,-11.945545925439662,0.14400543785890696,11.077700418803861,2.557655309466414,24960.81294592176,0.11977007577077822
2010-01-17,12.290815814631522,-11.871090540020257,0.46491637049456325,11.086460041788339,2.5089960622185155,25061.919892299476,0.12455853375978759
2010-01-18,11.95046834724684,-13.032262295454656,0.481546413327964,8.534998122591459,2.4211403005550327,25023.55329886305,0.1331145795494518
2010-01-19,12.05361354033018,-13.458513970631351,0.961533397297753,9.90806919106732,2.503418154923725,25058.64056823267,0.14133031786715664
2010-01-20,11.819680852139657,-10.59531949947263,0.8844315030355602,10.485046918725956,2.6761050850126753,24952.464352612187,0.14852777127158212
2010-01-21,11.479402036833184,-11.858791078456466,0.7530368823506388,9.473857727957242,2.4177850719269833,25011.583174745352,0.1576144988483309
2010-01-22,12.120223719088072,-12.067536542644472,0.9822132224784087,9.750012249291167,2.4923011815348364,25079.259104860506,0.16201405670124688
2010-01-23,12.161887239771902,-10.579364428072717,0.7260108709938045,13.73852085960474,2.445380499358282,25048.808065109053,0.17014399793724017
2010-01-24,11.840066995918711,-11.599049415552322,0.7026330698423233,10.301774380821092,2.5520986157797245,24968.7108549441,0.1783931558985366
2010-01-25,12.44195092479752,-10.122427361285615,1.1181531238403903,10.34246094838301,2.506434974327771,25038.54725442064,0.18813526227008048
2010-01-26,11.696626865080248,-10.431171748126408,1.3354559012343015,10.530430121525507,2.4808455647581895,24939.468992217815,0.1963583456840586
2010-01-27,11.996151703460288,-11.142971130540964,0.9021384747074728,16.643392576681045,2.458066230868636,24992.118225478596,0.2004869345012377
2010-01-28,11.949063229994833,-10.106901320198883,1.5620482259720334,13.500247415642681,2.544256067593564,25129.61032144074,0.20737723238397185
2010-01-29,12.292555842871693,-11.689161498230867,1.3697220839401554,13.949903035908152,2.551545827640735,25029.73204473548,0.21788125022302138
2010-01-30,12.279371753980056,-9.622613980066788,1.6495904810148727,10.691924184995752,2.471066939782172,24959.000149047995,0.22884923993910755
2010-01-31,12.015989485139382,-10.426701023898067,1.4973151056628222,9.779477627815043,2.4536726216240465,25068.081949979944,0.23580734138734885
2010-02-01,12.060132503920435,-9.802750447720785,1.9782240453602788,10.290379600764869,2.5324830252228807,25044.406906337783,0.24188246761330862
2010-02-02,11.806442850473978,-8.385883734540132,1.6927155011730146,15.277584428925156,2.4371813532213795,25008.06916688244,0.25157573186604665
2010-02-03,11.587340706355214,-9.444552936483225,1.6014188483375627,13.50460303993067,2.472984348076048,24960.762091944773,0.2584618672585701
2010-02-04,11.91341757013477,-9.987603474866956,1.9225609119624691,13.091439312629243,2.5575629680176224,24993.774906366045,0.26689331202295596
2010-02-05,12.013769793820796,-8.205568148487867,1.9289714011620696,16.32176745210839,2.492189288866627,24984.600909308727,0.2750846195321209
2010-02-06,12.228058136145544,-9.098290530617643,1.8675951011918492,12.731099935321508,2.411527885460188,24988.463354997002,0.28102494348734
2010-02-07,12.221975969756883,-7.711949189369388,1.8733573946720405,17.117469365917845,2.4591201096016806,25051.29009690506,0.2899244510685531
2010-02-08,11.90353463651841,-9.525394844286863,2.3402815717945953,13.593205196142259,2.545766405040664,24982.27644796562,0.2983114100754888
2010-02-09,11.920039449884932,-8.94352260308526,2.1548788853559184,14.366034563549672,2.4996293411804817,25023.01896617597,0.3034126295777917
2010-02-10,11.770289406986581,-9.49593969224549,2.446806009403569,14.561512023858294,2.477725763449612,25005.791814962995,0.31203873294055023
2010-02-11,11.695496412564205,-9.705479052850299,2.344138406393925,15.810060746547887,2.5601403609181372,24923.250562356774,0.31738666691784984
2010-02-12,11.637745961874996,-8.092206992383563,2.3867288713700088,15.127026168924857,2.440259700731682,25026.62900489271,0.32486814191152114
2010-02-13,12.36865507904636,-8.754439564442622,2.4207501923996917,13.588259223831935,2.499582313913477,24983.809079937353,0.32926256270296417
2010-02-14,11.876069563649668,-8.747129143316874,2.6190262983862342,16.74210130541171,2.460133969561995,24960.761592851646,0.338402533088384
2010-02-15,11.889885139677762,-7.74721099743582,2.688376960027655,13.97143126245944,2.5324864056683234,24945.5843537505,0.34753841390803114
2010-02-16,11.726440927990016,-8.823009043970956,2.6104436906152264,11.943130147630608,2.4870366008119342,24982.000236561842,0.35153841390803114
2010-02-17,12.131998071166382,-7.726803709537473,2.8061568023108325,14.398690411142194,2.4593551192752523,25017.394101772654,0.3614056765340211
2010-02-18,11.65322043048841,-8.054827304986139,3.0387056424862786,12.272551594928194,2.465692407691615,25041.744747231212,0.3709227473041236
2010-02-19,11.932951943957207,-5.578676066860511,2.5221051684455484,17.551839571657926,2.495140783702623,24990.39697488542,0.37764961597264385
2010-02-20,11.795906687761265,-8.141923256185837,2.9094460489245084,11.397001080740608,2.547826177848493,24919.209891228762,0.3848493341978748
2010-02-21,12.051880499571853,-8.556199375382338,2.762302813443002,15.3534107399153,2.477199919558946,24978.62349794546,0.39469723396956435
2010-02-22,11.871838972486225,-7.644036605185774,2.7769347656095222,16.851359642686667,2.5719931383837893,24954.21969962288,0.40667844654796137
