time,sisnthick,sithick,vxo,vyo,10u,10v,2t,sdlwrf,sdswrf,snswrf,tprate,skt,sp,tp,sssn,ao,month_sin,month_cos,year,residual_lag_1,residual_lag_2
2019-01-01,0.00904649423206513,-7.814453227457456e-05,-0.00016401069459488464,-0.005716044907432522,-0.0002342567212919329,-0.0013759078552637552,0.0006778388682107786,0.00046496289233992306,8.016124922815747e-05,0.0008744824705335176,0.000604989165551439,0.0008804026413673542,-0.0004054553747114809,0.0004975192779044438,-0.005923912025670172,-0.001506651610106619,-0.0007374872023116395,0.00010485672084754131,-0.003635080401738654,0.0022359585746551964,7.053414866279425e-05
2019-02-01,0.003935732227876868,0.0001063445023793028,0.001053859381299582,0.001785776103603728,0.0010172551434885606,-0.009417505557139874,0.00035169183154827577,0.000200344098077722,-4.28690602272691e-05,0.0006348064947470178,0.0004124731670801411,0.0005217127982164599,-0.0005016442313029667,0.0005515265819453493,-0.00606500071594038,0.001319519851244055,-0.0011880856937670796,4.187119116414875e-05,-0.00400041265972362,0.0035243826573614963,6.639246875893129e-05
2019-03-01,0.003987770926192282,-0.0016070672456323595,-0.0008063932756607401,0.0037876921168120046,-0.0002006605915673244,-0.0055633607794720276,0.0003939031822575075,0.0002431097697644888,-6.888250324587178e-05,0.0002457619666559629,0.00041251986120715623,0.0004813527555862297,-0.00038715460109285525,0.00043115266180966563,-0.0058394061056907115,0.00110837072215049,-0.0010164793895761045,1.6679548269658705e-05,-0.003659435379320857,0.00203768592324041,0.000470333802809982
2019-04-01,0.004198241863056605,-0.001506901207873687,-0.000345266113873334,0.0012085854668412058,-8.486736607440851e-05,0.003054537504842426,0.0004299873640256938,0.00023876707300325763,-2.069516683896148e-05,-0.00019284586679987136,0.0004751917861423402,0.0005478234087347153,-0.00023885340444725664,0.0004427834868209681,-0.006040232227818992,-0.0006222669675761335,-0.0016158279330323005,-4.705148599285085e-05,-0.0033544392911716106,0.003409208129133178,-6.344076644288792e-05
2019-05-01,0.009336557702928494,-0.0003185813968715463,-0.0004629086320709739,-0.011642859590436233,0.001189037062606363,-0.0009971875392264672,4.53784648259684e-05,-0.00028108941514454503,4.632114722105031e-05,-0.0008296030550422481,0.0004272964218017217,-0.0011036769112219187,-0.00022435553604859993,9.174282182012914e-05,-0.005589200965867165,-0.0014621558574873742,-0.0005325397105860376,-0.00027299091129727167,-0.0031912415405627643,0.0045946469481412495,0.00025241552338751717
2019-06-01,0.008327462295881088,-0.0027710066243693617,0.00025104232583435,0.009763848821591608,0.0008719947561696401,0.0061764317553441896,-0.004629140413672808,-0.0017040834588867469,-0.0006496274752656857,-0.0051467267555465315,-0.0011030102915497303,-0.00497364758174319,-0.0005883463307364376,-0.0010686607421292224,-0.005942764040994597,-0.0022671009140789486,-0.0018758492730006505,-0.0003014985350038408,-0.0033039759695526892,0.0014014085148817221,0.0011693203834688341
2019-07-01,-0.03091104894985234,-0.0018539845253895428,-0.0003006846177037725,-0.00028794140142938274,0.0006255417287480117,-0.002267198288044741,-0.002388675541289341,-0.0007901063143485617,-6.983830702032754e-05,-0.0014279947991025516,-0.0007719039900725138,-0.0037897178776374815,8.417894727573574e-05,-0.0004415211124344913,-0.0048333159595881185,-0.006503057405216999,0.0011303847246992528,-0.000177775646890703,-0.003927579721458644,-0.003053055621779856,-0.004321661608975259
2019-08-01,-0.04346345689516879,0.002226618698776448,0.0002585465582422933,0.018277128288139047,-0.004511525011790324,-0.001510223542835907,-0.0002852550527508644,-0.0008165960878973657,-0.0004358420883867573,-0.001141007024482558,-0.00531379712008035,-0.0016035850260689224,6.568730686454251e-05,-0.004297736504053301,-0.005019308759753761,-0.005729696527480965,0.0018514244865665112,4.149006596291746e-05,-0.0035549153728598208,0.005858814051992435,-0.0011050244324664078
2019-09-01,-0.038454348796776165,0.0021160529252713073,0.00015911559330758138,-0.036737558123712405,-0.0011217107872769343,-0.002571659408727148,-0.00016416608547312967,-0.0005303437657911893,-5.7748875811718514e-05,-0.0008197188676180752,-0.00125279018943728,-0.0009910920502164875,-0.0012986021818927238,-0.0005618235105027642,-0.006048045948256836,0.005360443061870924,0.0008884928168941464,8.1065597927678e-05,-0.0037531298240244004,0.007399976770177085,-0.0007549863051730988
2019-10-01,0.00978204397709311,0.009847301024083552,0.0004356717710752739,-0.006048483202852787,0.0011883165077897072,-0.010433657462347397,0.0007859393596884543,0.00020952247703505405,3.0208138175094914e-05,0.0009981194532855512,-0.0017247757966353762,0.0006822940651829225,-0.0016144867608158522,-0.000981055992037566,-0.006133921100371185,-0.0007285534286243374,0.002032934682492295,0.00011010314854847392,-0.0034470770145757015,0.003948644928734004,0.0001305429659271886
